ID ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,МАРШРУТ,ОЧИЩЕНИЙ МАРШРУТ,СИГНАТУРА МАРШРУТУ,ЯДРО МАРШРУТУ,ЗУПИНКА,№,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,IS_COUNTRY,IS_CITY,IS_OTHER,КІЛЬКІСТЬ КРАЇН,СПИСОК КРАЇН
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт,1,будапешт,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Відень,2,відень,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Париж,3,париж,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Діснейленд,4,діснейленд,UNKNOWN,0,0,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Версаль,5,версаль,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Зальцбург,6,зальцбург,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Гальштат,7,гальштат,CITY,0,1,0,3,угорщина → австрія → франція
ITR-31,COMPETITOR,ITravel,франція,Львів → Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер → Львів,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Будапешт → Відень → Париж → Діснейленд → Версаль → Зальцбург → Гальштат → Егер,Егер,8,егер,CITY,0,1,0,3,угорщина → австрія → франція
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків,1,краків,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Прага,2,прага,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Париж,3,париж,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Діснейленд,4,діснейленд,UNKNOWN,0,0,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Версаль,5,версаль,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Берлін,6,берлін,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-32,COMPETITOR,ITravel,франція,Львів → Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав → Львів,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Краків → Прага → Париж → Діснейленд → Версаль → Берлін → Вроцлав,Вроцлав,7,вроцлав,CITY,0,1,0,4,польща → чехія → франція → німеччина
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт,1,будапешт,CITY,0,1,0,4,угорщина → італія → австрія → польща
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Венеція,2,венеція,CITY,0,1,0,4,угорщина → італія → австрія → польща
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Тренто,3,тренто,UNKNOWN,0,0,0,4,угорщина → італія → австрія → польща
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Больцано,4,больцано,UNKNOWN,0,0,0,4,угорщина → італія → австрія → польща
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Гальштат,5,гальштат,CITY,0,1,0,4,угорщина → італія → австрія → польща
ITR-33,COMPETITOR,ITravel,італія,Львів → Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків → Львів,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Будапешт → Венеція → Тренто → Больцано → Гальштат → Краків,Краків,6,краків,CITY,0,1,0,4,угорщина → італія → австрія → польща
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків,1,краків,CITY,0,1,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Берлін,2,берлін,CITY,0,1,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Вроцлав,3,вроцлав,CITY,0,1,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Дрезден,4,дрезден,CITY,0,1,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Гамбург,5,гамбург,CITY,0,1,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Целле,6,целле,UNKNOWN,0,0,0,3,польща → німеччина → данія
ITR-34,COMPETITOR,ITravel,німеччина,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Краків → Берлін → Вроцлав → Дрезден → Гамбург → Целле → Біллунд,Біллунд,7,біллунд,CITY,0,1,0,3,польща → німеччина → данія
ITR-35,COMPETITOR,ITravel,франція,Львів → Вроцлав → Берлін → Париж → Прага → Краків → Львів,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав,1,вроцлав,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-35,COMPETITOR,ITravel,франція,Львів → Вроцлав → Берлін → Париж → Прага → Краків → Львів,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Берлін,2,берлін,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-35,COMPETITOR,ITravel,франція,Львів → Вроцлав → Берлін → Париж → Прага → Краків → Львів,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Париж,3,париж,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-35,COMPETITOR,ITravel,франція,Львів → Вроцлав → Берлін → Париж → Прага → Краків → Львів,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Прага,4,прага,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-35,COMPETITOR,ITravel,франція,Львів → Вроцлав → Берлін → Париж → Прага → Краків → Львів,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Вроцлав → Берлін → Париж → Прага → Краків,Краків,5,краків,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків,1,краків,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Берлін,2,берлін,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Париж,3,париж,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Руан,4,руан,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Етрета,5,етрета,UNKNOWN,0,0,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Онфлер,6,онфлер,UNKNOWN,0,0,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Страсбург,7,страсбург,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Кольмар,8,кольмар,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-36,COMPETITOR,ITravel,франція,Львів → Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага → Львів,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Краків → Берлін → Париж → Руан → Етрета → Онфлер → Страсбург → Кольмар → Прага,Прага,9,прага,CITY,0,1,0,4,польща → німеччина → франція → чехія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид,1,охрид,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Свети Наум,2,свети наум,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Тирана,3,тирана,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Тиват,4,тиват,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Котор,5,котор,CITY,0,1,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Софія,6,софія,CITY,0,1,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Пераст,7,пераст,CITY,0,1,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Круя,8,круя,CITY,0,1,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Подгориця,9,подгориця,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Жабляк,10,жабляк,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-37,COMPETITOR,ITravel,болгарія,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Охрид → Свети Наум → Тирана → Тиват → Котор → Софія → Пераст → Круя → Подгориця → Жабляк → Скоп'е,Скоп'е,11,скоп'е,UNKNOWN,0,0,0,3,чорногорія → болгарія → албанія
ITR-38,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Верона → Львів,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Ужгород,1,ужгород,UNKNOWN,0,0,0,2,угорщина → італія
ITR-38,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Верона → Львів,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Будапешт,2,будапешт,CITY,0,1,0,2,угорщина → італія
ITR-38,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Верона → Львів,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Венеція,3,венеція,CITY,0,1,0,2,угорщина → італія
ITR-38,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Верона → Львів,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Ужгород → Будапешт → Венеція → Верона,Верона,4,верона,CITY,0,1,0,2,угорщина → італія
ITR-39,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза → Львів,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород,1,ужгород,UNKNOWN,0,0,0,2,угорщина → італія
ITR-39,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза → Львів,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Будапешт,2,будапешт,CITY,0,1,0,2,угорщина → італія
ITR-39,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза → Львів,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Венеція,3,венеція,CITY,0,1,0,2,угорщина → італія
ITR-39,COMPETITOR,ITravel,італія,Львів → Стрий → Мукачево → Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза → Львів,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Ужгород → Будапешт → Венеція → Рим → Флоренція → Піза,Рим,4,рим,CITY,0,1,0,2,угорщина → італія
