ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,ВСІ НАПРЯМКИ,ТИП ПОДОРОЖІ,ЦІНОВА КАТЕГОРІЯ,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,НОЧЕЙ В ГОТЕЛЯХ,СІЧЕНЬ,ЛЮТИЙ,БЕРЕЗЕНЬ,КВІТЕНЬ,ТРАВЕНЬ,ЧЕРВЕНЬ,ЛИПЕНЬ,СЕРПЕНЬ,ВЕРЕСЕНЬ,ЖОВТЕНЬ,ЛИСТОПАД,ГРУДЕНЬ,ВИЇЗДІВ НА РІК,АКТИВНИХ МІСЯЦІВ,ПІКОВІ МІСЯЦІ,ПІКОВИЙ МІСЯЦЬ,ТИП СЕЗОННОСТІ,СЕЗОННІСТЬ,БЕЗ НІЧНИХ ПЕРЕЇЗДІВ,КІЛЬКІСТЬ ЗУПИНОК ПО СИГНАТУРІ МАРШРУТУ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,УНІКАЛЬНІ ЗУПИНКИ,УНІКАЛЬНІ МІСТА,УНІКАЛЬНІ КРАЇНИ,СКЛАДНІСТЬ МАРШРУТУ,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК
ADR-28,Наш чудовий вікенд: Краків-Дрезден-Прага  ,COMPETITOR,Adriatic,Німеччина,"Німеччина, Чехія",екскурсійний,Стандарт 150 - 300,198,4,0,2,3,0,0,0,,5,4,5,4,4,6,4,4,36,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,3,6,0,1,1,1,"0,1","0,25","0,25",0
ADR-29,"Від краю до краю: Париж, Амстердам, Нормандія… ",COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Люкс 300 - 400,339,7,2,5,4,0,0,0,1,6,4,4,5,4,4,5,3,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,15,6,10,0,1,1,1,"0,1","0,14","0,14",0
ADR-30,"Французький колорит: Париж, Страсбург та Діснейленд!  ",COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Люкс 300 - 400,351,6,0,5,5,0,0,0,1,7,4,4,5,4,4,,,29,7,"ТРАВЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,13,5,7,0,1,1,1,"0,1","0,17","0,17",0
ADR-31,"Vive La France! Мон-Сен-Мішель, Луара та Нормандія! ",COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Люкс 300 - 400,390,7,0,5,6,0,0,0,1,5,4,4,5,4,4,5,3,35,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,13,4,6,0,1,1,1,"0,1","0,14","0,14",0
ADR-32,Гарно так: Париж + Цюрих! ,COMPETITOR,Adriatic,Франція,"Франція, Швейцарія",екскурсійний,Люкс 300 - 400,351,6,0,5,5,0,0,0,2,4,5,4,5,4,4,5,3,36,9,"ЧЕРВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,5,6,0,1,1,1,"0,1","0,17","0,17",0
ADR-33,"Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!  ",COMPETITOR,Adriatic,Швейцарія,"Швейцарія, Франція, Чехія, Австрія",екскурсійний,Люкс 300 - 400,319,6,0,6,5,0,0,0,,5,4,4,5,4,5,4,3,34,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,11,5,9,0,1,1,1,"0,1","0,17","0,17",0
ADR-34,Вікенд в Швейцарію + Зальцбург та Прага! ,COMPETITOR,Adriatic,Швейцарія,"Швейцарія, Австрія, Польща, Чехія",екскурсійний,Стандарт 150 - 300,254,4,0,3,3,0,0,0,,5,4,5,4,4,5,4,3,34,8,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,4,5,0,1,1,1,"0,1","0,25","0,25",0
ADR-35,Побачення на двох - Венеція і Верона… ,COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Економ 99 - 150,153,4,2,1,1,0,0,0,1,5,4,5,4,4,5,4,5,37,9,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,4,0,1,1,1,"0,1","0,25","0,25",0
ADR-36,"Смак Тоскани: Флоренція, Сієна та Сан-Джиміньяно  ",COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Люкс 300 - 400,396,7,0,4,6,0,0,0,,2,1,1,1,1,2,,,8,6,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ПІВРІЧНИЙ,☀️ ЛІТО,TRUE,16,3,6,0,1,1,1,"0,1","0,14","0,14",0
ADR-37,Прекрасна - як мадонна! Донна Барселона!  ,COMPETITOR,Adriatic,Іспанія,"Іспанія, Італія",екскурсійний,Тяжкий Люкс 400 +,405,8,2,5,5,0,0,0,,5,4,4,5,4,5,2,1,30,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,6,8,0,1,1,1,"0,1","0,13","0,13",0
ADR-38,Австрійський вікенд: Відень - Зальцбург - Прага  ,COMPETITOR,Adriatic,Австрія,"Австрія, Чехія",екскурсійний,Стандарт 150 - 300,234,4,0,2,3,0,0,0,,5,4,5,4,4,6,4,4,36,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,4,2,3,0,1,1,1,"0,1","0,25","0,25",0
ADR-39,Міста для поцілунків: Відень-Венеція-Верона  ,COMPETITOR,Adriatic,Італія,"Італія, Австрія",екскурсійний,Стандарт 150 - 300,297,5,0,2,4,0,0,0,,8,6,5,4,5,8,2,2,40,8,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,4,5,0,1,1,1,"0,1","0,20","0,20",0
ADR-40,Незабутня відпустка в Німеччині  ,COMPETITOR,Adriatic,Чехія,"Чехія, Німеччина",екскурсійний,Люкс 300 - 400,342,6,0,4,5,0,0,0,,5,4,5,4,4,6,2,4,34,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,5,2,2,0,1,1,1,"0,1","0,17","0,17",0
ADR-41,Доломітові Альпи Італії: Відпочинок на вершині небес  ,COMPETITOR,Adriatic,Італія,"Італія, Австрія",екскурсійний,Люкс 300 - 400,351,6,0,2,5,0,0,0,,5,4,4,4,4,5,,,26,6,"ТРАВЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,6,2,2,0,1,1,1,"0,1","0,17","0,17",0
ADR-42,"Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут ",COMPETITOR,Adriatic,Австрія,Австрія,екскурсійний,Стандарт 150 - 300,262,5,0,3,4,0,0,0,,5,4,5,4,4,5,,,27,6,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,3,4,0,1,1,1,"0,1","0,20","0,20",0
ADR-43,Париж та Амстердам збирає друзів!  ,COMPETITOR,Adriatic,Нідерланди,"Нідерланди, Франція",екскурсійний,Люкс 300 - 400,398,7,0,5,6,0,0,0,3,6,4,4,5,4,4,5,4,39,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,6,7,0,1,1,1,"0,1","0,14","0,14",0
ADR-44,Італія моя любов... Венеція-Мілан-Верона  ,COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Стандарт 150 - 300,193,5,2,2,2,0,0,0,1,6,4,5,4,4,8,4,4,40,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,2,5,0,1,1,1,"0,1","0,20","0,20",0
ADR-45,"Від Альп до пальм: 3 дні в Барселоні + Зальцбург, Цюрих ",COMPETITOR,Adriatic,Франція,"Франція, Швейцарія, Іспанія, Австрія",екскурсійний,Тяжкий Люкс 400 +,454,9,2,0,6,0,0,0,,5,4,4,5,4,5,2,1,30,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,7,7,0,1,1,1,"0,1","0,11","0,11",0
ADR-46,Незабутні моменти в Доломітових Альпах  ,COMPETITOR,Adriatic,Австрія,"Австрія, Італія",екскурсійний,Люкс 300 - 400,364,7,0,2,6,0,0,0,,3,4,4,5,4,5,,,25,6,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,7,3,4,0,1,1,1,"0,1","0,14","0,14",0
ADR-47,"Альпійська розкіш: Словенія, Італія та Австрія  ",COMPETITOR,Adriatic,Угорщина,"Угорщина, Словенія, Італія, Австрія",екскурсійний,Стандарт 150 - 300,292,5,0,3,4,0,0,0,,5,4,4,5,4,5,4,2,33,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,3,5,0,1,1,1,"0,1","0,20","0,20",0
ADR-48,Привіт Париж! (3 дні в Парижі + Нормандія та Діснейленд ,COMPETITOR,Adriatic,Франція,"Франція, Австрія, Німеччина, Чехія, Угорщина",екскурсійний,Люкс 300 - 400,312,7,2,3,4,0,0,0,2,5,4,4,5,4,4,5,3,36,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,13,6,8,0,1,1,1,"0,1","0,14","0,14",0
ADR-49,Подаруй собі Amsterdam  ,COMPETITOR,Adriatic,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,337,7,2,4,4,0,0,0,,3,2,2,2,2,2,1,3,17,8,"ТРАВЕНЬ, ГРУДЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,13,5,11,0,1,1,1,"0,1","0,14","0,14",0
ADR-50,Селфі в Амстердамі ,COMPETITOR,Adriatic,Нідерланди,Нідерланди,екскурсійний,Стандарт 150 - 300,243,6,2,3,3,0,0,0,,3,2,2,1,2,3,4,3,20,8,"ЛИСТОПАД, ТРАВЕНЬ, ЖОВТЕНЬ",ЛИСТОПАД,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,10,4,8,0,1,1,1,"0,1","0,17","0,17",0
ADR-51,Слідами вікінгів: Стокгольм + Осло  ,COMPETITOR,Adriatic,Норвегія,"Норвегія, Швеція",екскурсійний,Тяжкий Люкс 400 +,453,7,0,4,6,0,0,0,,2,2,2,2,2,2,0,0,12,6,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,9,6,8,0,1,1,1,"0,1","0,14","0,14",0
ADR-52,"Ах, мій милий Амстердам… ",COMPETITOR,Adriatic,Нідерланди,Нідерланди,екскурсійний,Люкс 300 - 400,353,6,0,3,5,0,0,0,,3,4,4,5,4,2,,,22,6,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,10,3,8,0,1,1,1,"0,1","0,17","0,17",0
ADR-53,Романтика Адріатики: Хорватія та Чорногорія  ,COMPETITOR,Adriatic,Хорватія,Хорватія,морський,Люкс 300 - 400,406,7,0,1,6,0,0,0,4,4,5,4,5,4,4,,,30,7,"ЧЕРВЕНЬ, СЕРПЕНЬ, КВІТЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,3,7,0,1,1,1,"0,1","0,14","0,14",0
ADR-54,"Подорож Балканами: Хорватія, Чорногорія, Албанія, Македонія та Боснія і Герцеговина  ",COMPETITOR,Adriatic,Хорватія,"Хорватія, Чорногорія",морський,Тяжкий Люкс 400 +,448,9,0,4,8,0,0,0,,3,4,4,5,4,5,,,25,6,"СЕРПЕНЬ, ЖОВТЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,15,5,7,0,1,1,1,"0,1","0,11","0,11",0
ADR-55,"Ми в Ніццу, в Ніццу з вітерцем  ",COMPETITOR,Adriatic,Франція,Франція,морський,Тяжкий Люкс 400 +,470,8,0,4,7,0,0,0,,4,4,4,5,4,4,,,25,6,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,18,5,8,0,1,1,1,"0,1","0,13","0,13",0
ADR-56,Лазурна перлина - Ніцца  ,COMPETITOR,Adriatic,Франція,"Франція, Італія",морський,Тяжкий Люкс 400 +,473,9,2,3,6,0,0,0,,4,4,4,5,4,5,,,26,6,"СЕРПЕНЬ, ЖОВТЕНЬ, ТРАВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,20,5,8,0,1,1,1,"0,1","0,11","0,11",0
ADR-57,Тіроль - серце Альп ,COMPETITOR,Adriatic,Австрія,"Австрія, Німеччина, Чехія",екскурсійний,Стандарт 150 - 300,338,6,0,4,5,0,0,0,,3,2,2,2,2,2,,,13,6,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,3,5,0,1,1,1,"0,1","0,17","0,17",0
ADR-58,"Венеція - земля кохання і море чар… Портофіно, Мілан, озеро Комо  ",COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Люкс 300 - 400,355,6,0,3,5,0,0,0,1,5,4,4,5,4,5,,,28,7,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,6,3,6,0,1,1,1,"0,1","0,17","0,17",0
ADR-59,"Світ фантазій: Амстердам, Брюссель, Париж + парки розваг!  ",COMPETITOR,Adriatic,Нідерланди,"Нідерланди, Франція",екскурсійний,Тяжкий Люкс 400 +,531,9,0,7,8,0,0,0,,5,4,4,5,4,5,2,3,32,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,18,6,11,0,1,1,1,"0,1","0,11","0,11",0
ADR-60,"Земля фіордів, льодовиків... Норвегія... ",COMPETITOR,Adriatic,Норвегія,Норвегія,екскурсійний,Тяжкий Люкс 400 +,"522,5",7,0,4,6,0,0,0,,4,4,4,5,4,4,,,25,6,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,7,4,5,0,1,1,1,"0,1","0,14","0,14",0
ADR-61,"Італійський вікенд... Венеція, Флоренція, Рим ",COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Стандарт 150 - 300,248,5,2,3,2,0,0,0,2,4,4,5,4,4,5,4,5,37,9,"ЛИПЕНЬ, ЖОВТЕНЬ, ГРУДЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,3,1,3,0,1,1,1,"0,1","0,20","0,20",0
ADR-62,Вікенд в Берліні  ,COMPETITOR,Adriatic,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,198,4,0,2,3,0,0,0,,5,4,5,4,4,6,4,5,37,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,4,2,3,0,1,1,1,"0,1","0,25","0,25",0
ADR-63,"Польськими містами - Краків, Вроцлав, Варшава + Енерджіландія, Африкаріум і аквапарк ",COMPETITOR,Adriatic,Польща,Польща,екскурсійний,Стандарт 150 - 300,189,5,1,3,3,0,0,0,,5,4,5,4,4,5,4,4,35,8,"ТРАВЕНЬ, ЛИПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,3,1,3,0,1,1,1,"0,1","0,20","0,20",0
ADR-64,"Секрети півночі: Стокгольм, Копенгаген та Гамбурґ  ",COMPETITOR,Adriatic,Швеція,Швеція,екскурсійний,Тяжкий Люкс 400 +,530,8,0,5,7,0,0,0,,2,2,2,2,2,2,,,12,6,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,11,6,9,0,1,1,1,"0,1","0,13","0,13",0
ADR-65,Європейський експрес - від Кракова до Берліна ,COMPETITOR,Adriatic,Німеччина,"Німеччина, Польща",екскурсійний,Стандарт 150 - 300,234,5,0,4,4,0,0,0,,3,2,3,2,2,4,2,2,20,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,6,3,6,0,1,1,1,"0,1","0,20","0,20",0
ADR-66,"Три дні релаксу: Будапешт, Егер, Токай + Відень  ",COMPETITOR,Adriatic,Австрія,"Австрія, Угорщина",спа-тур,Економ 99 - 150,172,3,0,1,2,0,0,0,,5,4,5,4,4,6,4,4,36,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,8,2,4,0,1,1,1,"0,1","0,33","0,33",0
ADR-67,Слідами таємниць і легенд: Вроцлав-Берлін-Дрезден  ,COMPETITOR,Adriatic,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,198,4,1,2,2,0,0,0,,5,4,5,4,4,6,4,4,36,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,4,2,4,0,1,1,1,"0,1","0,25","0,25",0
ADR-68,Дрезден та Берлін - Живи і Подорожуй  ,COMPETITOR,Adriatic,Німеччина,Німеччина,екскурсійний,Стандарт 150 - 300,196,4,0,2,3,0,0,0,,5,4,5,4,4,6,4,4,36,8,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,4,2,3,0,1,1,1,"0,1","0,25","0,25",0
ADR-69,Італійські канікули на трьох морях ,COMPETITOR,Adriatic,Італія,Італія,морський,Люкс 300 - 400,400,7,0,4,6,0,0,0,,5,4,4,5,4,1,0,0,23,6,"ТРАВЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,15,3,7,0,1,1,1,"0,1","0,14","0,14",0
ADR-70,Пригоди в Парижі + Кольмар та Страсбург!  ,COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Люкс 300 - 400,352,6,0,4,5,0,0,0,,5,4,4,5,4,4,5,3,34,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,12,4,6,0,1,1,1,"0,1","0,17","0,17",0
ADR-71,Подорож до мрії: Париж та Діснейленд  ,COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Стандарт 150 - 300,272,6,2,5,3,0,0,0,,4,5,4,4,5,4,4,4,34,8,"ЧЕРВЕНЬ, ВЕРЕСЕНЬ, ТРАВЕНЬ",ЧЕРВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,12,4,7,0,1,1,1,"0,1","0,17","0,17",0
ADR-72,"Тур де Франс: Париж, Мон-Сен-Мішель, Луара та Нормандія! ",COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Тяжкий Люкс 400 +,459,8,0,8,7,0,0,0,,4,4,4,5,4,4,3,3,31,8,"СЕРПЕНЬ, ТРАВЕНЬ, ЧЕРВЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,20,4,9,0,1,1,1,"0,1","0,13","0,13",0
ADR-73,"Магія Скандинавії: Фіорди, Язик Троля, Берген, Льодовик!  ",COMPETITOR,Adriatic,Норвегія,Норвегія,екскурсійний,Тяжкий Люкс 400 +,538,7,0,4,6,0,0,0,,3,4,4,5,4,3,0,0,23,6,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,8,4,6,0,1,1,1,"0,1","0,14","0,14",0
ADR-74,Давай разом в Амстердам  ,COMPETITOR,Adriatic,Нідерланди,Нідерланди,екскурсійний,Стандарт 150 - 300,309,6,1,4,4,0,0,0,,2,2,2,2,2,2,2,0,14,7,"ТРАВЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,11,4,8,0,1,1,1,"0,1","0,17","0,17",0
ADR-75,Чорногорія - перлина Балканської Адріатики  ,COMPETITOR,Adriatic,Чорногорія,Чорногорія,морський,Люкс 300 - 400,436,12,2,0,9,0,0,0,0,0,5,7,7,4,0,0,0,23,4,"ЛИПЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,3,6,0,1,1,1,"0,1","0,08","0,08",0
ADR-76,Морські історії в серці Чорногорії  ,COMPETITOR,Adriatic,Чорногорія,Чорногорія,морський,Люкс 300 - 400,430,12,2,0,9,0,0,0,0,0,5,7,7,4,0,0,0,23,4,"ЛИПЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,3,6,0,1,1,1,"0,1","0,08","0,08",0
ADR-77,Вдала ідея - відпустка в Чорногорії,COMPETITOR,Adriatic,Чорногорія,Чорногорія,морський,Люкс 300 - 400,354,12,2,0,9,0,0,0,0,0,5,7,7,4,0,0,0,23,4,"ЛИПЕНЬ, СЕРПЕНЬ, ЧЕРВЕНЬ",ЛИПЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,9,3,6,0,1,1,1,"0,1","0,08","0,08",0
ADR-78,Знайомство з Норвегією: 4 фіорди + Язик Троля/Берген/Льодовик!» ,COMPETITOR,Adriatic,Норвегія,"Норвегія, Данія, Швеція",екскурсійний,Люкс 300 - 400,"413,5",7,2,5,4,0,0,0,1,2,4,4,5,4,2,0,0,22,7,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,8,4,6,0,1,1,1,"0,1","0,14","0,14",0
ADR-79,Казкові канікули у Парижі + Нормандія! ,COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Стандарт 150 - 300,301,7,2,5,4,0,0,0,,1,2,1,,,,,,4,3,"ЧЕРВЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЧЕРВЕНЬ,СЕЗОННИЙ,🌸 МІЖСЕЗОН,FALSE,12,4,7,0,1,1,1,"0,1","0,14","0,14",0
ADR-80,"Лігурійське узбережжя - відпочинок в задоволення: Генуя, Флоренція, Венеція  ",COMPETITOR,Adriatic,Італія,Італія,морський,Люкс 300 - 400,355,6,0,3,5,0,0,0,0,5,4,4,5,4,5,0,0,27,6,"ТРАВЕНЬ, СЕРПЕНЬ, ЖОВТЕНЬ",ТРАВЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,TRUE,7,2,7,0,1,1,1,"0,1","0,17","0,17",0
ADR-81,Грецькі канікули (7 ночей на морі) ,COMPETITOR,Adriatic,Греція,Греція,морський,Тяжкий Люкс 400 +,584,10,2,0,7,0,0,0,0,1,4,4,5,4,,0,0,18,5,"СЕРПЕНЬ, ЧЕРВЕНЬ, ЛИПЕНЬ",СЕРПЕНЬ,ЦІЛИЙ РІК,☀️ ЛІТО,FALSE,5,1,1,0,1,1,1,"0,1","0,10","0,10",0
ADR-82,«Італія моя любов... Венеція-Мілан-Верона»,COMPETITOR,Adriatic,Італія,Італія,екскурсійний,Стандарт 150 - 300,193,5,2,2,2,0,0,0,1,6,4,5,4,4,8,4,4,40,9,"ЖОВТЕНЬ, ТРАВЕНЬ, ЛИПЕНЬ",ЖОВТЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,5,2,5,0,1,1,1,"0,1","0,20","0,20",0
ADR-83,Еліксир кохання або 3 дні в Парижі: Нормандія + Ельзас,COMPETITOR,Adriatic,Франція,Франція,екскурсійний,Люкс 300 - 400,395,7,0,6,6,0,0,0,2,5,4,4,5,4,4,5,4,37,9,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,TRUE,14,4,8,0,1,1,1,"0,1","0,14","0,14",0
ADR-84,Селфі в Парижі + Берлін та Прага!  ,COMPETITOR,Adriatic,Франція,"Франція, Німеччина, Чехія",екскурсійний,Стандарт 150 - 300,302,5,2,4,2,0,0,0,,5,4,4,5,4,4,5,3,34,8,"ТРАВЕНЬ, СЕРПЕНЬ, ЛИСТОПАД",ТРАВЕНЬ,ЦІЛИЙ РІК,🌸 МІЖСЕЗОН,FALSE,7,4,7,0,1,1,1,"0,1","0,20","0,20",0
