,,,,,,,,,
ADR-109,Швейцарія,8,0,0,0,"0,7241391549",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-11,Румунія,2,0,0,0,"0,6688945578",THIN,REVIEW,Перевірити вручну
ADR-110,Хорватія,6,0,0,0,"0,4074422609",BALANCED,REVIEW,Перевірити вручну
ADR-111,Хорватія,6,0,0,0,"0,6456122449",BALANCED,REVIEW,Перевірити вручну
ADR-112,Нідерланди,13,0,0,0,"0,7188753487",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-113,Швейцарія,11,0,0,0,"0,6137483554",BALANCED,REVIEW,Перевірити вручну
ADR-114,Чорногорія,9,0,0,0,"0,5583112798",BALANCED,REVIEW,Перевірити вручну
ADR-115,Франція,12,0,0,0,"0,7088152664",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-116,Франція,12,0,0,0,"0,7431221839",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-117,Хорватія,6,0,0,0,"0,5315352314",BALANCED,REVIEW,Перевірити вручну
ADR-118,Італія,15,0,0,0,"0,2728094629",OVERLOADED,TRIM,Забрати слабкі stop types або повторювані міста
ADR-119,Італія,19,0,0,1,"0,5722205774",OVERLOADED,REVIEW,Перевірити вручну
ADR-12,Польща,2,0,0,0,"0,7496598639",THIN,KEEP,"Маршрут сильний, змін не треба"
ADR-120,Італія,9,0,0,0,"0,5587428624",BALANCED,REVIEW,Перевірити вручну
ADR-121,Італія,10,0,0,0,"0,5996532991",BALANCED,REVIEW,Перевірити вручну
ADR-122,Франція,17,0,0,1,"0,6870222635",OVERLOADED,REVIEW,Перевірити вручну
ADR-123,Франція,15,0,0,0,"0,6737940631",OVERLOADED,REVIEW,Перевірити вручну
ADR-124,Нідерланди,8,0,0,0,"0,705103509",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-125,Італія,6,0,0,0,"0,5710956023",BALANCED,REVIEW,Перевірити вручну
ADR-126,Нідерланди,11,0,0,0,"0,623268662",BALANCED,REVIEW,Перевірити вручну
ADR-127,Албанія,5,0,0,0,"0,5707920776",BALANCED,REVIEW,Перевірити вручну
ADR-128,Німеччина,7,0,0,0,"0,6957325649",BALANCED,REVIEW,Перевірити вручну
ADR-129,Австрія,6,0,0,0,"0,7274715414",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-13,Румунія,2,0,0,0,"0,5985714286",THIN,REVIEW,Перевірити вручну
ADR-130,Італія,4,0,0,0,"0,6146325473",BALANCED,REVIEW,Перевірити вручну
ADR-131,Хорватія,7,0,0,0,"0,2330445676",BALANCED,REVIEW,Перевірити вручну
ADR-132,Італія,8,0,0,0,"0,5593763585",BALANCED,REVIEW,Перевірити вручну
ADR-133,Угорщина,4,0,0,0,"0,7176347462",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-134,Іспанія,12,0,0,0,"0,6431713052",OVERLOADED,REVIEW,Перевірити вручну
ADR-135,Албанія,8,0,0,0,"0,5497406666",BALANCED,REVIEW,Перевірити вручну
ADR-136,Франція,17,0,0,0,"0,7141001855",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-14,Чехія,3,0,0,0,"0,7149738488",THIN,KEEP,"Маршрут сильний, змін не треба"
ADR-15,Італія,9,0,0,1,"0,6815837475",BALANCED,REVIEW,Перевірити вручну
ADR-16,Польща,3,0,0,0,"0,7666666667",THIN,KEEP,"Маршрут сильний, змін не треба"
ADR-17,Чехія,3,0,0,0,"0,6629750795",THIN,REVIEW,Перевірити вручну
ADR-18,Італія,8,0,0,1,"0,7952046103",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-19,Франція,6,0,0,0,"0,8072356215",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-2,Італія,9,0,0,1,"0,6681865285",BALANCED,REVIEW,Перевірити вручну
ADR-20,Франція,12,0,0,0,"0,7171474954",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-21,Румунія,2,0,0,0,"0,7223469388",THIN,KEEP,"Маршрут сильний, змін не треба"
ADR-22,Польща,8,0,0,0,"0,5321088435",BALANCED,REVIEW,Перевірити вручну
ADR-23,Австрія,4,0,0,0,"0,6976592144",BALANCED,REVIEW,Перевірити вручну
ADR-24,Польща,3,0,0,0,"0,7666666667",THIN,KEEP,"Маршрут сильний, змін не треба"
ADR-25,Австрія,5,0,0,0,"0,599476464",BALANCED,REVIEW,Перевірити вручну
ADR-26,Франція,14,0,0,0,"0,6995587066",OVERLOADED,REVIEW,Перевірити вручну
ADR-27,Нідерланди,9,0,0,1,"0,8039519405",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-28,Німеччина,6,0,0,0,"0,7328046709",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-29,Франція,15,0,0,0,"0,7492505963",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-3,Австрія,6,0,0,0,"0,7984693878",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-30,Франція,13,0,0,1,"0,8461425479",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-31,Франція,13,0,0,0,"0,7859727008",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-32,Франція,12,0,0,0,"0,8461425479",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-33,Швейцарія,11,0,0,0,"0,8741052943",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-34,Швейцарія,6,0,0,0,"0,7250558394",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-35,Італія,4,0,0,0,"0,4731378873",BALANCED,REVIEW,Перевірити вручну
ADR-36,Італія,16,0,0,0,"0,7298478829",OVERLOADED,KEEP,"Маршрут сильний, змін не треба"
ADR-37,Іспанія,10,0,0,1,"0,6627936834",BALANCED,REVIEW,Перевірити вручну
ADR-38,Австрія,4,0,0,0,"0,7102604861",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-39,Італія,6,0,0,0,"0,7105149625",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-4,Швейцарія,10,0,0,0,"0,7843156993",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-40,Чехія,5,0,0,0,"0,5295696168",BALANCED,REVIEW,Перевірити вручну
ADR-41,Італія,6,0,0,0,"0,7315868316",BALANCED,KEEP,"Маршрут сильний, змін не треба"
ADR-42,Австрія,6,0,0,0,"0,6864280587",BALANCED,REVIEW,Перевірити вручну
