ID ТУРУ,НАЗВА ТУРУ,ДЖЕРЕЛО,ТУРОПЕРАТОР,ОСНОВНИЙ НАПРЯМОК,СЕРЕДНЯ ЦІНА,ДНІ,НІЧНІ ПЕРЕЇЗДИ,ЕКСКУРСІЇ,ЦІНА ЗА ДЕНЬ,СЕРЕДНЯ ЦІНА ПО НАПРЯМКУ,МЕДІАННА ЦІНА ПО НАПРЯМКУ,ВІДХИЛЕННЯ ВІД СЕРЕДНЬОЇ ЦІНИ,ВІДХИЛЕННЯ ВІД МЕДІАННОЇ ЦІНИ,% ВІДХИЛЕННЯ ВІД МЕДІАНИ,ПОЗИЦІЯ ЗА ЦІНОЮ В НАПРЯМКУ,РІЗНИЦЯ ДО МІНІМАЛЬНОЇ ЦІНИ,ЗАГАЛЬНИЙ VALUE SCORE,ОЦІНКА ЦІНИ,ОЦІНКА ЕКСКУРСІЙ,ОЦІНКА КОМФОРТУ,СЕЗОННІСТЬ,ШТРАФ ЗА НІЧНІ ПЕРЕЇЗДИ,ІНТЕНСИВНІСТЬ ПОДОРОЖІ,СКЛАДНІСТЬ МАРШРУТУ,РІЗНОМАНІТНІСТЬ КРАЇН,КІЛЬКІСТЬ ЗУПИНОК ПО МАРШРУТУ,КІЛЬКІСТЬ МІСТ У МАРШРУТІ,КІЛЬКІСТЬ КРАЇН У МАРШРУТІ,КІЛЬКІСТЬ ІНШИХ ТОЧОК,ЩІЛЬНІСТЬ МІСТ,ЩІЛЬНІСТЬ КРАЇН,ЧАСТКА ІНШИХ ТОЧОК,ЦІННІСТЬ МАРШРУТУ,ЕФЕКТИВНІСТЬ МАРШРУТУ,ПЕРЕВАНТАЖЕНИЙ МАРШРУТ,ПОРОЖНІЙ МАРШРУТ
ADR-23,Кращі з кращих: Відень-Зальцбург-Мюнхен  ,COMPETITOR,Adriatic,Австрія,239,4,0,2,60,210,199,29,40,"0,20",27,144,"0,6977","0,80",,"1,00",ЦІЛИЙ РІК,0,"1,00","1,00","0,75",4,4,3,0,"1,00","0,75","0,00","2,70","0,68",0,0
ADR-24,Який чудовий цей Краків  ,COMPETITOR,Adriatic,Польща,147,3,0,1,49,189,147,-42,0,"0,00",8,48,"0,7667","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,67","0,33",3,2,1,0,"0,67","0,33","0,00","1,10","0,37",0,0
ADR-25,Приємний вікенд: Краків-Прага-Відень-Будапешт  ,COMPETITOR,Adriatic,Австрія,153,4,2,1,38,210,199,-57,-46,"-0,23",9,58,"0,5995","0,77",,"0,50",ЦІЛИЙ РІК,40,"1,25","1,25","1,00",5,5,4,0,"1,25","1,00","0,00","3,50","0,88",0,0
ADR-26,Париж - це пристрасть! Париж - це свято!»,COMPETITOR,Adriatic,Франція,314,7,2,4,45,366,352,-52,-38,"-0,11",23,117,"0,6996","0,89",,"0,71",ЦІЛИЙ РІК,40,"2,00","1,29","0,57",14,9,4,0,"1,29","0,57","0,00","4,70","0,67",1,0
ADR-27,"Відпустка класу ""Люкс"" - країни БеНіЛюкс!  ",COMPETITOR,Adriatic,Нідерланди,355,6,0,4,59,349,348,6,8,"0,02",18,160,"0,8040","0,98",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,00","1,00",9,6,6,0,"1,00","1,00","0,00","4,80","0,80",0,0
ADR-28,Наш чудовий вікенд: Краків-Дрезден-Прага  ,COMPETITOR,Adriatic,Німеччина,198,4,0,2,50,238,237,-40,-39,"-0,17",4,79,"0,7328","0,83",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,50","0,75",6,6,3,0,"1,50","0,75","0,00","3,30","0,83",0,0
ADR-29,"Від краю до краю: Париж, Амстердам, Нормандія… ",COMPETITOR,Adriatic,Франція,339,7,2,5,48,366,352,-27,-13,"-0,04",29,142,"0,7493","0,96",,"0,71",ЦІЛИЙ РІК,40,"2,14","1,43","0,86",15,10,6,0,"1,43","0,86","0,00","6,00","0,86",1,0
ADR-30,"Французький колорит: Париж, Страсбург та Діснейленд!  ",COMPETITOR,Adriatic,Франція,351,6,0,5,59,366,352,-15,-1,"0,00",34,154,"0,8461","1,00",,"1,00",ЦІЛИЙ РІК,0,"2,17","1,17","0,83",13,7,5,0,"1,17","0,83","0,00","4,60","0,77",1,0
ADR-31,"Vive La France! Мон-Сен-Мішель, Луара та Нормандія! ",COMPETITOR,Adriatic,Франція,390,7,0,5,56,366,352,24,38,"0,11",43,193,"0,7860","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,86","0,86","0,57",13,6,4,0,"0,86","0,57","0,00","3,80","0,54",1,0
ADR-32,Гарно так: Париж + Цюрих! ,COMPETITOR,Adriatic,Франція,351,6,0,5,59,366,352,-15,-1,"0,00",34,154,"0,8461","1,00",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,00","0,83",12,6,5,0,"1,00","0,83","0,00","4,30","0,72",1,0
ADR-33,"Швейцарія для тебе... Гріндельвальд, Швейцарська Рів'єра, гора Пілатус + гора Монблан!  ",COMPETITOR,Adriatic,Швейцарія,319,6,0,6,53,333,334,-14,-15,"-0,04",14,131,"0,8741","0,96",,"1,00",ЦІЛИЙ РІК,0,"1,83","1,50","0,83",11,9,5,0,"1,50","0,83","0,00","5,20","0,87",1,0
ADR-34,Вікенд в Швейцарію + Зальцбург та Прага! ,COMPETITOR,Adriatic,Швейцарія,254,4,0,3,64,333,334,-79,-80,"-0,24",5,66,"0,7251","0,76",,"1,00",ЦІЛИЙ РІК,0,"1,50","1,25","1,00",6,5,4,0,"1,25","1,00","0,00","3,50","0,88",0,0
ADR-35,Побачення на двох - Венеція і Верона… ,COMPETITOR,Adriatic,Італія,153,4,2,1,38,340,338,-187,-185,"-0,55",4,14,"0,4731","0,45",,"0,50",ЦІЛИЙ РІК,40,"1,00","1,00","0,50",4,4,2,0,"1,00","0,50","0,00","2,20","0,55",0,0
ADR-36,"Смак Тоскани: Флоренція, Сієна та Сан-Джиміньяно  ",COMPETITOR,Adriatic,Італія,396,7,0,4,57,340,338,56,58,"0,17",78,257,"0,7298","0,83",,"1,00",ПІВРІЧНИЙ,0,"2,29","0,86","0,43",16,6,3,0,"0,86","0,43","0,00","3,30","0,47",1,0
ADR-37,Прекрасна - як мадонна! Донна Барселона!  ,COMPETITOR,Adriatic,Іспанія,405,8,2,5,51,538,505,-133,-100,"-0,20",5,63,"0,6628","0,80",,"0,75",ЦІЛИЙ РІК,40,"1,25","1,00","0,75",10,8,6,0,"1,00","0,75","0,00","5,40","0,68",0,0
ADR-38,Австрійський вікенд: Відень - Зальцбург - Прага  ,COMPETITOR,Adriatic,Австрія,234,4,0,2,59,210,199,24,35,"0,18",26,139,"0,7103","0,82",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,75","0,50",4,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ADR-39,Міста для поцілунків: Відень-Венеція-Верона  ,COMPETITOR,Adriatic,Італія,297,5,0,2,59,340,338,-43,-41,"-0,12",42,158,"0,7105","0,88",,"1,00",ЦІЛИЙ РІК,0,"1,20","1,00","0,80",6,5,4,0,"1,00","0,80","0,00","3,50","0,70",0,0
ADR-40,Незабутня відпустка в Німеччині  ,COMPETITOR,Adriatic,Чехія,342,6,0,4,57,204,199,138,143,"0,72",22,247,"0,5296","0,28",,"1,00",ЦІЛИЙ РІК,0,"0,83","0,33","0,33",5,2,2,0,"0,33","0,33","0,00","1,60","0,27",0,0
ADR-41,Доломітові Альпи Італії: Відпочинок на вершині небес  ,COMPETITOR,Adriatic,Італія,351,6,0,2,59,340,338,11,13,"0,04",59,212,"0,7316","0,96",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,33","0,33",6,2,2,0,"0,33","0,33","0,00","1,60","0,27",0,0
ADR-42,"Краса без фільтрів: Зальцбург, Гальштат та озерний край Зальцкаммергут ",COMPETITOR,Adriatic,Австрія,262,5,0,3,52,210,199,52,63,"0,32",30,167,"0,6864","0,68",,"1,00",ЦІЛИЙ РІК,0,"1,20","0,80","0,60",6,4,3,0,"0,80","0,60","0,00","2,70","0,54",0,0
ADR-43,Париж та Амстердам збирає друзів!  ,COMPETITOR,Adriatic,Нідерланди,398,7,0,5,57,349,348,49,51,"0,15",24,203,"0,7687","0,85",,"1,00",ЦІЛИЙ РІК,0,"1,71","1,00","0,86",12,7,6,0,"1,00","0,86","0,00","5,10","0,73",1,0
ADR-44,Італія моя любов... Венеція-Мілан-Верона  ,COMPETITOR,Adriatic,Італія,193,5,2,2,39,340,338,-147,-145,"-0,43",12,54,"0,5498","0,57",,"0,60",ЦІЛИЙ РІК,40,"1,00","1,00","0,40",5,5,2,0,"1,00","0,40","0,00","2,50","0,50",0,0
ADR-45,"Від Альп до пальм: 3 дні в Барселоні + Зальцбург, Цюрих ",COMPETITOR,Adriatic,Франція,454,9,2,0,50,366,352,88,102,"0,29",59,257,"0,5011","0,71",,"0,78",ЦІЛИЙ РІК,40,"1,00","0,78","0,78",9,7,7,0,"0,78","0,78","0,00","5,60","0,62",0,0
ADR-46,Незабутні моменти в Доломітових Альпах  ,COMPETITOR,Adriatic,Австрія,364,7,0,2,52,210,199,154,165,"0,83",39,269,"0,4194","0,17",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,57","0,43",7,4,3,0,"0,57","0,43","0,00","2,70","0,39",0,0
ADR-47,"Альпійська розкіш: Словенія, Італія та Австрія  ",COMPETITOR,Adriatic,Угорщина,292,5,0,3,58,162,159,130,133,"0,83",12,203,"0,4674","0,17",,"1,00",ЦІЛИЙ РІК,0,"1,60","1,00","0,60",8,5,3,0,"1,00","0,60","0,00","3,00","0,60",1,0
ADR-48,Привіт Париж! (3 дні в Парижі + Нормандія та Діснейленд ,COMPETITOR,Adriatic,Франція,312,7,2,3,45,366,352,-54,-40,"-0,11",22,115,"0,6693","0,89",,"0,71",ЦІЛИЙ РІК,40,"1,86","1,14","0,86",13,8,6,0,"1,14","0,86","0,00","5,40","0,77",1,0
ADR-49,Подаруй собі Amsterdam  ,COMPETITOR,Adriatic,Нідерланди,337,7,2,4,48,349,348,-12,-11,"-0,03",14,142,"0,7239","0,97",,"0,71",ЦІЛИЙ РІК,40,"1,86","1,57","0,71",13,11,5,0,"1,57","0,71","0,00","5,80","0,83",1,0
ADR-50,Селфі в Амстердамі ,COMPETITOR,Adriatic,Нідерланди,243,6,2,3,41,349,348,-106,-105,"-0,30",5,48,"0,6171","0,70",,"0,67",ЦІЛИЙ РІК,40,"1,67","1,33","0,67",10,8,4,0,"1,33","0,67","0,00","4,40","0,73",1,0
ADR-51,Слідами вікінгів: Стокгольм + Осло  ,COMPETITOR,Adriatic,Норвегія,453,7,0,4,65,527,538,-74,-85,"-0,16",3,68,"0,7190","0,84",,"1,00",ЦІЛИЙ РІК,0,"1,29","1,14","0,86",9,8,6,0,"1,14","0,86","0,00","5,40","0,77",0,0
ADR-52,"Ах, мій милий Амстердам… ",COMPETITOR,Adriatic,Нідерланди,353,6,0,3,59,349,348,4,6,"0,02",17,158,"0,7736","0,98",,"1,00",ЦІЛИЙ РІК,0,"1,67","1,33","0,50",10,8,3,0,"1,33","0,50","0,00","3,90","0,65",1,0
ADR-53,Романтика Адріатики: Хорватія та Чорногорія  ,COMPETITOR,Adriatic,Хорватія,406,7,0,1,58,379,365,27,42,"0,11",6,252,"0,6647","0,89",,"1,00",ЦІЛИЙ РІК,0,"1,71","1,00","0,43",12,7,3,0,"1,00","0,43","0,00","3,60","0,51",1,0
ADR-54,"Подорож Балканами: Хорватія, Чорногорія, Албанія, Македонія та Боснія і Герцеговина  ",COMPETITOR,Adriatic,Хорватія,448,9,0,4,50,379,365,69,84,"0,23",7,294,"0,6957","0,77",,"1,00",ЦІЛИЙ РІК,0,"1,67","0,78","0,56",15,7,5,0,"0,78","0,56","0,00","4,60","0,51",1,0
ADR-55,"Ми в Ніццу, в Ніццу з вітерцем  ",COMPETITOR,Adriatic,Франція,470,8,0,4,59,366,352,104,118,"0,34",63,273,"0,6460","0,66",,"1,00",ЦІЛИЙ РІК,0,"2,25","1,00","0,63",18,8,5,0,"1,00","0,63","0,00","4,90","0,61",1,0
ADR-56,Лазурна перлина - Ніцца  ,COMPETITOR,Adriatic,Франція,473,9,2,3,53,366,352,107,121,"0,34",64,276,"0,5419","0,66",,"0,78",ЦІЛИЙ РІК,40,"2,22","0,89","0,56",20,8,5,0,"0,89","0,56","0,00","4,90","0,54",1,0
ADR-57,Тіроль - серце Альп ,COMPETITOR,Adriatic,Австрія,338,6,0,4,56,210,199,128,139,"0,70",35,243,"0,5390","0,30",,"1,00",ЦІЛИЙ РІК,0,"1,33","0,83","0,50",8,5,3,0,"0,83","0,50","0,00","3,00","0,50",0,0
ADR-58,"Венеція - земля кохання і море чар… Портофіно, Мілан, озеро Комо  ",COMPETITOR,Adriatic,Італія,355,6,0,3,59,340,338,15,17,"0,05",62,216,"0,7588","0,95",,"1,00",ЦІЛИЙ РІК,0,"1,00","1,00","0,50",6,6,3,0,"1,00","0,50","0,00","3,30","0,55",0,0
ADR-59,"Світ фантазій: Амстердам, Брюссель, Париж + парки розваг!  ",COMPETITOR,Adriatic,Нідерланди,531,9,0,7,59,349,348,182,184,"0,53",32,336,"0,6239","0,47",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,22","0,67",18,11,6,0,"1,22","0,67","0,00","6,30","0,70",1,0
ADR-60,"Земля фіордів, льодовиків... Норвегія... ",COMPETITOR,Adriatic,Норвегія,523,7,0,4,75,527,538,-5,-16,"-0,03",4,138,"0,7504","0,97",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,71","0,57",7,5,4,0,"0,71","0,57","0,00","3,50","0,50",0,0
ADR-61,"Італійський вікенд... Венеція, Флоренція, Рим ",COMPETITOR,Adriatic,Італія,248,5,2,3,50,340,338,-92,-90,"-0,27",29,109,"0,6325","0,73",,"0,60",ЦІЛИЙ РІК,40,"0,60","0,60","0,20",3,3,1,0,"0,60","0,20","0,00","1,40","0,28",0,0
ADR-62,Вікенд в Берліні  ,COMPETITOR,Adriatic,Німеччина,198,4,0,2,50,238,237,-40,-39,"-0,17",4,79,"0,7328","0,83",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,75","0,50",4,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ADR-63,"Польськими містами - Краків, Вроцлав, Варшава + Енерджіландія, Африкаріум і аквапарк ",COMPETITOR,Adriatic,Польща,189,5,1,3,38,189,147,0,42,"0,29",13,90,"0,6886","0,71",,"0,80",ЦІЛИЙ РІК,20,"0,60","0,60","0,20",3,3,1,0,"0,60","0,20","0,00","1,40","0,28",0,0
ADR-64,"Секрети півночі: Стокгольм, Копенгаген та Гамбурґ  ",COMPETITOR,Adriatic,Швеція,530,8,0,5,66,336,290,195,241,"0,83",7,365,"0,4575","0,17",,"1,00",ЦІЛИЙ РІК,0,"1,38","1,13","0,75",11,9,6,0,"1,13","0,75","0,00","5,70","0,71",0,0
ADR-65,Європейський експрес - від Кракова до Берліна ,COMPETITOR,Adriatic,Німеччина,234,5,0,4,47,238,237,-4,-3,"-0,01",8,115,"0,8590","0,99",,"1,00",ЦІЛИЙ РІК,0,"1,20","1,20","0,60",6,6,3,0,"1,20","0,60","0,00","3,30","0,66",0,0
ADR-66,"Три дні релаксу: Будапешт, Егер, Токай + Відень  ",COMPETITOR,Adriatic,Австрія,172,3,0,1,57,210,199,-38,-27,"-0,14",17,77,"0,6954","0,86",,"1,00",ЦІЛИЙ РІК,0,"2,67","1,33","0,67",8,4,2,0,"1,33","0,67","0,00","2,20","0,73",1,0
ADR-67,Слідами таємниць і легенд: Вроцлав-Берлін-Дрезден  ,COMPETITOR,Adriatic,Німеччина,198,4,1,2,50,238,237,-40,-39,"-0,17",4,79,"0,6928","0,83",,"0,75",ЦІЛИЙ РІК,20,"1,00","1,00","0,50",4,4,2,0,"1,00","0,50","0,00","2,20","0,55",0,0
ADR-68,Дрезден та Берлін - Живи і Подорожуй  ,COMPETITOR,Adriatic,Німеччина,196,4,0,2,49,238,237,-42,-41,"-0,17",3,77,"0,7305","0,83",,"1,00",ЦІЛИЙ РІК,0,"1,00","0,75","0,50",4,3,2,0,"0,75","0,50","0,00","1,90","0,48",0,0
ADR-69,Італійські канікули на трьох морях ,COMPETITOR,Adriatic,Італія,400,7,0,4,57,340,338,60,62,"0,18",80,261,"0,7239","0,82",,"1,00",ЦІЛИЙ РІК,0,"2,14","1,00","0,43",15,7,3,0,"1,00","0,43","0,00","3,60","0,51",1,0
ADR-70,Пригоди в Парижі + Кольмар та Страсбург!  ,COMPETITOR,Adriatic,Франція,352,6,0,4,59,366,352,-14,0,"0,00",36,155,"0,8136","1,00",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,00","0,67",12,6,4,0,"1,00","0,67","0,00","3,80","0,63",1,0
ADR-71,Подорож до мрії: Париж та Діснейленд  ,COMPETITOR,Adriatic,Франція,272,6,2,5,45,366,352,-94,-80,"-0,23",15,75,"0,7032","0,77",,"0,67",ЦІЛИЙ РІК,40,"2,00","1,17","0,67",12,7,4,0,"1,17","0,67","0,00","4,10","0,68",1,0
ADR-72,"Тур де Франс: Париж, Мон-Сен-Мішель, Луара та Нормандія! ",COMPETITOR,Adriatic,Франція,459,8,0,8,57,366,352,93,107,"0,30",61,262,"0,7613","0,70",,"1,00",ЦІЛИЙ РІК,0,"2,50","1,13","0,50",20,9,4,0,"1,13","0,50","0,00","4,70","0,59",1,0
ADR-73,"Магія Скандинавії: Фіорди, Язик Троля, Берген, Льодовик!  ",COMPETITOR,Adriatic,Норвегія,538,7,0,4,77,527,538,11,0,"0,00",5,153,"0,7574","1,00",,"1,00",ЦІЛИЙ РІК,0,"1,14","0,86","0,57",8,6,4,0,"0,86","0,57","0,00","3,80","0,54",0,0
ADR-74,Давай разом в Амстердам  ,COMPETITOR,Adriatic,Нідерланди,309,6,1,4,52,349,348,-40,-39,"-0,11",10,114,"0,7439","0,89",,"0,83",ЦІЛИЙ РІК,20,"1,83","1,33","0,67",11,8,4,0,"1,33","0,67","0,00","4,40","0,73",1,0
ADR-75,Чорногорія - перлина Балканської Адріатики  ,COMPETITOR,Adriatic,Чорногорія,436,12,2,0,36,364,369,72,67,"0,18",13,185,"0,5732","0,82",,"0,83",ЦІЛИЙ РІК,40,"0,75","0,50","0,25",9,6,3,0,"0,50","0,25","0,00","3,30","0,28",0,0
ADR-76,Морські історії в серці Чорногорії  ,COMPETITOR,Adriatic,Чорногорія,430,12,2,0,36,364,369,66,61,"0,17",12,179,"0,5807","0,83",,"0,83",ЦІЛИЙ РІК,40,"0,75","0,50","0,25",9,6,3,0,"0,50","0,25","0,00","3,30","0,28",0,0
ADR-77,Вдала ідея - відпустка в Чорногорії,COMPETITOR,Adriatic,Чорногорія,354,12,2,0,30,364,369,-10,-15,"-0,04",5,103,"0,6435","0,96",,"0,83",ЦІЛИЙ РІК,40,"0,75","0,50","0,25",9,6,3,0,"0,50","0,25","0,00","3,30","0,28",0,0
ADR-78,Знайомство з Норвегією: 4 фіорди + Язик Троля/Берген/Льодовик!» ,COMPETITOR,Adriatic,Норвегія,414,7,2,5,59,527,538,-114,-125,"-0,23",2,29,"0,6497","0,77",,"0,71",ЦІЛИЙ РІК,40,"1,14","0,86","0,57",8,6,4,0,"0,86","0,57","0,00","3,80","0,54",0,0
ADR-79,Казкові канікули у Парижі + Нормандія! ,COMPETITOR,Adriatic,Франція,301,7,2,5,43,366,352,-65,-51,"-0,14",19,104,"0,7171","0,86",,"0,71",СЕЗОННИЙ,40,"1,71","1,00","0,57",12,7,4,0,"1,00","0,57","0,00","4,10","0,59",1,0
ADR-80,"Лігурійське узбережжя - відпочинок в задоволення: Генуя, Флоренція, Венеція  ",COMPETITOR,Adriatic,Італія,355,6,0,3,59,340,338,15,17,"0,05",62,216,"0,7588","0,95",,"1,00",ЦІЛИЙ РІК,0,"1,17","1,17","0,33",7,7,2,0,"1,17","0,33","0,00","3,10","0,52",0,0
ADR-81,Грецькі канікули (7 ночей на морі) ,COMPETITOR,Adriatic,Греція,584,10,2,0,58,420,407,164,178,"0,44",25,379,"0,4262","0,56",,"0,80",ЦІЛИЙ РІК,40,"0,50","0,10","0,10",5,1,1,0,"0,10","0,10","0,00","0,80","0,08",0,0
ADR-82,«Італія моя любов... Венеція-Мілан-Верона»,COMPETITOR,Adriatic,Італія,193,5,2,2,39,340,338,-147,-145,"-0,43",12,54,"0,5498","0,57",,"0,60",ЦІЛИЙ РІК,40,"1,00","1,00","0,40",5,5,2,0,"1,00","0,40","0,00","2,50","0,50",0,0
ADR-83,Еліксир кохання або 3 дні в Парижі: Нормандія + Ельзас,COMPETITOR,Adriatic,Франція,395,7,0,6,56,366,352,29,43,"0,12",44,198,"0,8074","0,88",,"1,00",ЦІЛИЙ РІК,0,"2,00","1,14","0,57",14,8,4,0,"1,14","0,57","0,00","4,40","0,63",1,0
ADR-84,Селфі в Парижі + Берлін та Прага!  ,COMPETITOR,Adriatic,Франція,302,5,2,4,60,366,352,-64,-50,"-0,14",21,105,"0,6999","0,86",,"0,60",ЦІЛИЙ РІК,40,"1,40","1,40","0,80",7,7,4,0,"1,40","0,80","0,00","4,10","0,82",0,0
ADR-85,Грецькі контрасти (7 ночей на морі в Калітеї)  ,COMPETITOR,Adriatic,Греція,522,10,2,0,52,420,407,102,115,"0,28",22,317,"0,5004","0,72",,"0,80",ЦІЛИЙ РІК,40,"0,50","0,10","0,10",5,1,1,0,"0,10","0,10","0,00","0,80","0,08",0,0
ADR-86,Візьми мене до Греції ,COMPETITOR,Adriatic,Греція,442,10,2,0,44,420,407,22,36,"0,09",16,237,"0,5949","0,91",,"0,80",ЦІЛИЙ РІК,40,"0,50","0,10","0,10",5,1,1,0,"0,10","0,10","0,00","0,80","0,08",0,0
ADR-87,Греція - моя любов  ,COMPETITOR,Adriatic,Греція,444,10,2,0,44,420,407,24,38,"0,09",17,239,"0,5925","0,91",,"0,80",ЦІЛИЙ РІК,40,"0,40","0,10","0,10",4,1,1,0,"0,10","0,10","0,00","0,80","0,08",0,1
ADR-88,"Казковими містами: Амстердам, Брюссель, Париж ",COMPETITOR,Adriatic,Нідерланди,468,8,0,8,59,349,348,119,121,"0,35",29,273,"0,7419","0,65",,"1,00",ЦІЛИЙ РІК,0,"2,25","1,00","0,75",18,8,6,0,"1,00","0,75","0,00","5,40","0,68",1,0
ADR-89,Ласкаво просимо в Стокгольм ,COMPETITOR,Adriatic,Швеція,338,6,0,3,56,336,290,3,49,"0,17",6,173,"0,7180","0,83",,"1,00",ЦІЛИЙ РІК,0,"0,83","0,83","0,83",5,5,5,0,"0,83","0,83","0,00","4,00","0,67",0,0
ADR-90,Балтійський дует: Таллінн та Стокгольм  ,COMPETITOR,Adriatic,Швеція,274,5,2,1,55,336,290,-62,-16,"-0,05",3,109,"0,6267","0,95",,"0,60",ЦІЛИЙ РІК,40,"0,60","0,60","0,60",3,3,3,0,"0,60","0,60","0,00","2,40","0,48",0,0
ADR-91,Золоті піски Іспанії! (6 ночей на морі)  ,COMPETITOR,Adriatic,Іспанія,708,12,2,2,59,538,505,170,204,"0,40",19,366,"0,4716","0,60",,"0,83",ЦІЛИЙ РІК,40,"1,08","0,42","0,33",13,5,4,0,"0,42","0,33","0,00","3,50","0,29",0,0
ADR-92,Шарм Парижу та розкіш Нормандії!  ,COMPETITOR,Adriatic,Франція,335,7,0,5,48,366,352,-31,-17,"-0,05",28,138,"0,8259","0,95",,"1,00",ЦІЛИЙ РІК,0,"1,71","1,00","0,43",12,7,3,0,"1,00","0,43","0,00","3,60","0,51",1,0
ADR-93,"Хвилями Балтійського моря: Таллінн, Гельсінкі, Стокгольм  ",COMPETITOR,Adriatic,Естонія,342,6,0,2,57,312,312,30,30,"0,10",2,61,"0,7115","0,90",,"1,00",ЦІЛИЙ РІК,0,"1,17","1,00","0,83",7,6,5,0,"1,00","0,83","0,00","4,30","0,72",0,0
ADR-94,Незабутній Амстердам  ,COMPETITOR,Adriatic,Нідерланди,218,5,2,2,44,349,348,-131,-130,"-0,37",3,23,"0,5620","0,63",,"0,60",ЦІЛИЙ РІК,40,"1,80","1,40","0,80",9,7,4,0,"1,40","0,80","0,00","4,10","0,82",1,0
ADR-95,Ідеальна формула Швейцарії: Пілатус + Матергорн + Сан-Бернардіно та Монблан!  ,COMPETITOR,Adriatic,Швейцарія,426,7,0,7,61,333,334,92,92,"0,28",25,238,"0,7656","0,72",,"1,00",ЦІЛИЙ РІК,0,"1,86","1,00","0,71",13,7,5,0,"1,00","0,71","0,00","4,60","0,66",1,0
ADR-96,Прекрасні дні в Швейцарії!  ,COMPETITOR,Adriatic,Швейцарія,230,5,2,3,46,333,334,-103,-104,"-0,31",3,42,"0,6220","0,69",,"0,60",ЦІЛИЙ РІК,40,"1,40","1,40","0,80",7,7,4,0,"1,40","0,80","0,00","4,10","0,82",0,0
ADR-97,"Стильна Франція: Мон-Сен-Мішель, Луара та Нормандія!  ",COMPETITOR,Adriatic,Франція,502,8,0,9,63,366,352,136,150,"0,43",68,305,"0,7265","0,57",,"1,00",ЦІЛИЙ РІК,0,"2,13","1,00","0,63",17,8,5,0,"1,00","0,63","0,00","4,90","0,61",1,0
ADR-98,Океан почуттів - Португалія!  ,COMPETITOR,Adriatic,Португалія,873,14,0,13,62,744,814,129,59,"0,07",3,328,"0,8295","0,93",,"1,00",ЦІЛИЙ РІК,0,"2,21","0,86","0,43",31,12,6,0,"0,86","0,43","0,00","6,60","0,47",1,0
ADR-99,"Вікенд в Хорватії - сонце, море і термали  ",COMPETITOR,Adriatic,Хорватія,154,4,2,1,39,379,365,-225,-211,"-0,58",1,0,"0,4604","0,42",,"0,50",ЦІЛИЙ РІК,40,"1,00","0,50","0,50",4,2,2,0,"0,50","0,50","0,00","1,60","0,40",0,0
ADR-100,"Адріатичні пригоди: Любляна, Загреб, Плітвіцькі озера та острів Крк  ",COMPETITOR,Adriatic,Хорватія,274,5,0,2,55,379,365,-105,-91,"-0,25",3,120,"0,6688","0,75",,"1,00",ЦІЛИЙ РІК,0,"0,80","0,60","0,60",4,3,3,0,"0,60","0,60","0,00","2,40","0,48",0,0
ADR-101,Солодкий тиждень - Франція та Швейцарія! ,COMPETITOR,Adriatic,Франція,419,7,0,5,60,366,352,53,67,"0,19",51,222,"0,7446","0,81",,"1,00",ЦІЛИЙ РІК,0,"1,86","1,14","0,71",13,8,5,0,"1,14","0,71","0,00","4,90","0,70",1,0
ADR-102,"Париж запалює серця… Мюнхен, Дрезден, Прага та Діснейленд  ",COMPETITOR,Adriatic,Франція,272,6,2,4,45,366,352,-94,-80,"-0,23",15,75,"0,6699","0,77",,"0,67",ЦІЛИЙ РІК,40,"2,00","1,17","0,67",12,7,4,0,"1,17","0,67","0,00","4,10","0,68",1,0
ADR-103,"Чудеса Швейцарії: Гріндельвальд, Бріенц, Цюрих, Люцерн, Верзаска та Лугано  ",COMPETITOR,Adriatic,Швейцарія,343,6,0,5,57,333,334,9,9,"0,03",17,155,"0,8394","0,97",,"1,00",ЦІЛИЙ РІК,0,"1,17","0,83","0,67",7,5,4,0,"0,83","0,67","0,00","3,50","0,58",0,0
ADR-104,Кохання в Льорет-де-Мар (5 ночей на морі)  ,COMPETITOR,Adriatic,Іспанія,828,12,0,5,69,538,505,289,323,"0,64",21,486,"0,4865","0,36",,"1,00",ЦІЛИЙ РІК,0,"1,92","0,83","0,67",23,10,8,0,"0,83","0,67","0,00","7,00","0,58",1,0
ADR-105,"Південна красуня, красуня Іспанія  ",COMPETITOR,Adriatic,Іспанія,632,10,2,1,63,538,505,93,127,"0,25",17,290,"0,5104","0,75",,"0,80",ЦІЛИЙ РІК,40,"1,70","0,60","0,60",17,6,6,0,"0,60","0,60","0,00","4,80","0,48",1,0
